id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
488,where did matte and maie live during the winter ?,explicit,"there was once a fisherman who was called salmon , and his christian name was matte . he lived by the shore of the big sea ; where else could he live ? he had a wife called maie ; could you find a better name for her ? in winter they dwelt in a little cottage by the shore , but in spring they flitted to a red rock out in the sea and stayed there the whole summer until it was autumn . the cottage on the rock was even smaller than the other ; it had a wooden bolt instead of an iron lock to the doo",in a little cottage by the shore .,in a little cottage by the shore .,by the shore of the big sea,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.29969770769039067,"[0.5, 0.42857142857142855, 0.3333333333333333, 0.2]",0.8668778997501817,0.875,7,8,0.29969770769039067,"[0.5, 0.42857142857142855, 0.3333333333333333, 0.2]",0.8668778997501817,0.875,7,8,-1.0880828,-1.0880828
489,why did ian want to attend a horse-race in the town ?,explicit,"' stay with me , i pray , for i love company and am lonely , ' observed the weaver at last , and he pointed to a bed in a corner , where the fisher 's son threw himself , and slept till dawn . ' there is to be a horse - race in the town to - day , ' remarked the weaver , ' and the winner is to have the king 's daughter to wife . ' the young man trembled with excitement at the news , and his voice shook as he answered : ' that will be a prize indeed , i should like to see the race . ' ' oh , that",the winner was to have the king 's daughter to wife .,the winner is to have the king 's daughter to wife .,to have the king 's daughter to wife,0.8421052631578948,0.8235294117647058,0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8235294117647058,0.8421052631578948,0.8421052631578948,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,8,12,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,8,12,0.281649,0.30696648
490,how much did the merchant want in exchange for the cat ?,explicit,"here he again sold his cat , and this time he received two hundred dollars for her , and that without any haggling . but when he had sailed off and was out at sea a way , there sat the cat up in the mast . and the storm at once began again , and finally he was again driven to a land in which he had never been . again he turned in at a tavern , and there the table was also covered with switches ; but every switch was a yard and a half long , and as thick as a small broom , and the people told him",three hundred dollars .,three hundred dollars .,three hundred dollars,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,1.0325079,1.0325079
491,"who lived in the cave along with snorro, and was his bosom friend and companion ?",explicit,"he was always accompanied on these occasions by an enormous grey - headed raven , who lived in the cave along with him , and who was his bosom friend and companion . the islanders feared this bird of ill omen as much , perhaps , as they feared its master ; for , although they went to consult snorro in all their difficulties and perplexities , and bought medicines and love - potions from him , they always looked upon him with a certain dread , feeling that there was something weird and uncanny ab",an enormous grey - headed raven .,an enourmous grey - headed raven .,raven,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0024787521766663585,"[1.0, 1.0, 1.0, 1.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0024787521766663585,"[1.0, 1.0, 1.0, 1.0]",0.0024787521766663585,0.14285714285714285,1,7,-1.3225466,-1.678917
492,why did the youth want to travel home ?,explicit,"but when he came out in the morning , the princesses were out of the ground up to their ankles . the third night came a troll who had nine heads and nine whips , and he beat and whipped the youth so severely that at last he fainted . then the troll took him and flung him against the wall , and as he did so the bottle fell down , and its whole contents poured over the youth , and he was at once sound and whole again . then he did not delay , but grasped the sword , killed the troll , and when he ",see how his parents fared .,to see how his parents fared .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18796001821050234,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.15388864725803575,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,-1.3761687,-1.4434979
493,why did snorro wear a mirror of polished steel round his neck ?,explicit,"far up in a green valley in the island of hoy stands an immense boulder . it is hollow inside , and the natives of these northern islands call it the dwarfie stone , because long centuries ago , so the legend has it , snorro the dwarf lived there . nobody knew where snorro came from , or how long he had dwelt in the dark chamber inside the dwarfie stone . all that they knew about him was that he was a little man , with a queer , twisted , deformed body and a face of marvellous beauty , which nev",he constantly looked in order to see the reflection of his handsome face .,to see the reflection of his handsome face .,Because he was a fairy .,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.06443935473636557,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.2635971381157267,0.42857142857142855,6,14,0.1339801428338312,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.6065306597126334,0.6666666666666666,6,9,-1.2276552,-1.387387
494,what was the princess determined to do ?,explicit,"besides these , i want a cloak made of a thousand different kinds of skin ; every animal in your kingdom must give a bit of his skin to it . ' but she thought to herself , ' this will be quite impossible , and i shall not have to marry someone i do not care for . ' the king , however , was not to be turned from his purpose , and he commanded the most skilled maidens in his kingdom to weave the three dresses , one as golden as the sun , and one as silver as the moon , and one as shining as the st",flee away .,she determined to flee away .,She was determined to flee away,0.5,0.33333333333333337,0.5,0.5,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.9090909090909091,0.2907153684841096,"[0.42857142857142855, 0.3333333333333333, 0.2, 0.25]",1.0,2.0,6,3,0.6147881529512643,"[0.7142857142857143, 0.6666666666666666, 0.6, 0.5]",1.0,1.0,6,6,-0.49656248,0.86876094
495,how did the youth's parents feel when they saw their son ?,explicit,"but when he came out in the morning , the princesses were out of the ground up to their ankles . the third night came a troll who had nine heads and nine whips , and he beat and whipped the youth so severely that at last he fainted . then the troll took him and flung him against the wall , and as he did so the bottle fell down , and its whole contents poured over the youth , and he was at once sound and whole again . then he did not delay , but grasped the sword , killed the troll , and when he ",surprised .,surpised at seeing how fine and handsome he had become .,They were disappointed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.031392692871325185,"[0.25, 0.3333333333333333, 0.5, 1.0]",0.06948345122280151,0.2727272727272727,3,11,-0.5341289,-1.5329804
496,how did the skillful fisher know something must have gone wrong ?,explicit,"he now began to feel extremely anxious , for he knew that his brother would be angry at his having lost his hook , for , it being his only one , he valued it above all other things . the happy hunter now set to work to look among the rocks and on the sand for the lost hook , and while he was searching to and fro , his brother , the skillful fisher , arrived on the scene . he had failed to find any game while hunting that day , and was not only in a bad temper , but looked fearfully cross . when ",he saw the happy hunter searching about on the shore .,when he saw the happy hunter seraching about on the shore .,The skillful fisher knew something must have gone wrong,0.10526315789473685,0.0,0.10526315789473685,0.10526315789473685,0.09999999999999999,0.0,0.09999999999999999,0.09999999999999999,0.09503475972243516,"[0.1, 0.1111111111111111, 0.125, 0.14285714285714285]",0.8007374029168082,0.8181818181818182,9,11,0.08504083946364166,"[0.1, 0.1111111111111111, 0.125, 0.14285714285714285]",0.7165313105737893,0.75,9,12,-0.94632256,-1.1553789
497,why did the demons not see him ?,explicit,"but on looking out from the tree , what was his amazement to see , not his friends , but hundreds of demons coming towards the spot . the more he looked , the greater was his astonishment . some of these demons were as large as giants , others had great big eyes out of all proportion to the rest of their bodies , others again had absurdly long noses , and some had such big mouths that they seemed to open from ear to ear . all had horns growing on their foreheads . the old man was so surprised at",the tree was in the background .,the tree was in the background .,The tree was in the background,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6848940448305334,"[0.8571428571428571, 0.8333333333333334, 0.8, 0.75]",0.846481724890614,0.8571428571428571,6,7,0.6848940448305334,"[0.8571428571428571, 0.8333333333333334, 0.8, 0.75]",0.846481724890614,0.8571428571428571,6,7,1.0368993,1.0368993
498,what happened after every man present took and oath ?,explicit,"' by and bye i was born , and was brought up by my grandfather in one of his great houses . here are the rings you gave to my mother , and here is the cross , and these will prove if i am your son or not . ' as he spoke the young man laid the jewels at the feet of the king , and the nobles and the judges pressed round to examine them . the king alone did not move from his seat , for he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years","a message was sent to the false prince , forbidding him ever again to appear at court , though a handsome pension was granted him .","a message was sent to the false prince , forbidding him ever again to appear at court .",They all knelt before him and took the oath,0.125,0.0,0.0625,0.0625,0.16,0.0,0.08,0.08,0.023623196267368095,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",0.15123975969049577,0.34615384615384615,9,26,0.05746166391236872,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",0.36787944117144233,0.5,9,18,-1.1334441,-0.8483089
499,who was matte's and maie's little yellow-brown dog ?,explicit,"all good things go in threes , so matte and his wife fished for salmon in spring , for herring in summer , and for cod in winter . when on saturdays the weather was fine and the wind favourable , they sailed to the nearest town , sold their fish , and went to church on sunday . but it often happened that for weeks at a time they were quite alone on the rock ahtola , and had nothing to look at except their little yellow - brown dog , which bore the grand name of prince , their grass tufts , their",prince .,prince .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,-1.5439942,-1.5439942
