id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
609,what did the trolls look like ?,explicit,"but the latter , who suspected where all this wealth had come from , did not wish to be any poorer than andrew . he knew that trolls and goblins walk mainly on christmas eve , and for that reason he sailed out to the sand banks at that time . and on christmas eve he did see a light or fire , but it seemed to be like will - o'-the - wisps fluttering about . when he came nearer he heard splashes , horrible howls , and cold , piercing cries , and there was a smell of slime and sea - weed , as at eb","covered with fur , with kirtles of skins , fishing boots , and enormous fist - gloves .","short and thick like hay - ricks , completely covered with fure , with kirtles of skins , fishing boots and enormous fist - gloves .",They were short and thick,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.24,0.17391304347826086,0.24,0.24,0.020277584543100663,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.0742735782143339,0.2777777777777778,5,18,0.007619743659952982,"[0.6666666666666666, 0.6, 0.5, 0.3333333333333333]",0.014995576820477717,0.19230769230769232,5,26,0.8245747685432434,0.8266667127609253,-1.5230232,-1.8724748
610,what was the man about to do when the sky cleared ?,explicit,"but much to the old man 's disappointment , instead of clearing the rain fell more and more heavily , and finally a heavy thunderstorm broke over the mountain . the thunder roared so terrifically , and the heavens seemed to be so ablaze with lightning , that the old man could hardly believe himself to be alive . he thought that he must die of fright . at last , however , the sky cleared , and the whole country was aglow in the rays of the setting sun . the old man 's spirits revived when he look",step out from his strange hiding - place in the hollow in the tree .,about to step out from his strange hiding - place in the hollow tree .,He was about to step out from his hiding place,0.5217391304347826,0.380952380952381,0.5217391304347826,0.5217391304347826,0.6956521739130435,0.5714285714285715,0.6956521739130435,0.6956521739130435,0.23147217053557725,"[0.6363636363636364, 0.4, 0.3333333333333333, 0.25]",0.6065306597126334,0.6666666666666666,10,15,0.36857629704487194,"[0.8181818181818182, 0.6, 0.5555555555555556, 0.5]",0.6065306597126334,0.6666666666666666,10,15,0.8905602693557739,0.9117526412010193,-0.6837968,-0.39344645
611,what did the country people need to do before snorro would attend to them ?,explicit,"and he would not attend to the country people who came to seek his help , unless they bowed themselves humbly before him and spoke to him as if he were a king . i say that the country people sought his help , for he spent his time , or appeared to spend it , in collecting herbs and simples on the hillsides , which he carried home with him to his dark abode , and distilled medicines and potions from them , which he sold to his neighbours at wondrous high prices . he was also the possessor of a wo",bowed themselves humbly before him and spoke to him as if he were a king .,bowed themselves humbly before him and spoke to him as if he were a king .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025437622301677208,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.11080315836233387,0.3125,5,16,0.025437622301677208,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.11080315836233387,0.3125,5,16,0.8270891308784485,0.8270891308784485,-1.3008947,-1.3008947
612,what did the fisherman do for a living ?,explicit,"once upon a time there was a fisherman , who lived near the king 's castle , and caught fish for the king 's table . one day when he had gone fishing , he could not catch a thing . try as he might , no matter how he baited or flung , not the tiniest fish would bite ; but when this had gone on for a while , a head rose from the water and said : "" if you will give me the first new thing that has come into your house , you shall catch fish a - plenty ! "" then the man agreed quickly , for he could t",caught fish for the king 's table .,caught fish for the king 's table .,The fisherman caught fish for the king 's table,0.8750000000000001,0.8571428571428571,0.8750000000000001,0.8750000000000001,0.8750000000000001,0.8571428571428571,0.8750000000000001,0.8750000000000001,0.7598356856515925,"[0.8, 0.7777777777777778, 0.75, 0.7142857142857143]",1.0,1.125,9,8,0.7598356856515925,"[0.8, 0.7777777777777778, 0.75, 0.7142857142857143]",1.0,1.125,9,8,0.9368820190429688,0.9368820190429688,0.22264571,0.22264571
613,what did some people say about her husband ?,explicit,"i am going to tell you a story about a poor young widow woman , who lived in a house called kittlerumpit , though whereabouts in scotland the house of kittlerumpit stood nobody knows . some folk think that it stood in the neighbourhood of the debateable land , which , as all the world knows , was on the borders , where the old border reivers were constantly coming and going ; the scotch stealing from the english , and the english from the scotch . be that as it may , the widowed mistress of kitt","had been persuaded to enlist , and had been killed in the wars .",killed in the wars .,She had lost her husband .,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.06443935473636557,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.2635971381157267,0.42857142857142855,6,14,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,0.8616368770599365,0.8644710779190063,-1.1908381,-1.1503783
614,what did people believe the tower in the middle of the great thick wood was ?,explicit,"when a hundred years were gone and passed the son of the king then reigning , and who was of another family from that of the sleeping princess , being gone a - hunting on that side of the country , asked : what those towers were which he saw in the middle of a great thick wood ? everyone answered according as they had heard . some said : that it was a ruinous old castle , haunted by spirits . others , that all the sorcerers and witches of the country kept there their sabbath or night 's meeting ",ruinous old castle haunted by spirits .,ruinous old castle haunted by spirits .,A ruinous old castle,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.3158905525406873,"[0.8, 0.75, 0.6666666666666666, 0.5]",0.4723665527410147,0.5714285714285714,4,7,0.3158905525406873,"[0.8, 0.75, 0.6666666666666666, 0.5]",0.4723665527410147,0.5714285714285714,4,7,0.9035623073577881,0.9035623073577881,-0.49498612,-0.49498612
615,why did the poor neighbor not even take the trouble to begin mowing ?,explicit,"then the poor man 's heart grew less heavy , and he gave over worrying . so one fine day his rich neighbor came along with no fewer than twenty farmhands , and they mowed down one swath after another . but the poor neighbor did not even take the trouble to begin when he saw how the others took hold , and that he himself would not be able to do anything alone .",he saw how the others took hold and that he himself would not be able to do anything alone .,knew the large man would help .,None of the above choices,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.0135924714044228,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.049787068367863944,0.25,5,20,0.1830054742374001,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.8327202796936035,0.8493162393569946,-1.0709417,-1.2357076
616,what did snorro do while everyone was wandering ?,explicit,"but all the time they never guessed the real reason why snorro chose to live in the dwarfie stone . i will tell you why he did so . not very far from the stone there was a curious hill , shaped exactly like a wart . it was known as the wart hill of hoy , and men said that somewhere in the side of it was hidden a wonderful carbuncle , which , when it was found , would bestow on its finder marvellous magic gifts -- health , wealth , and happiness . everything , in fact , that a human being could d","creep out , with pickaxe and spade , to turn over the rocks or dig over the turf .","he would creep out , with pickaxe and spade , to turn over the rocks or dig over thr turf .",None of the above choices,0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.08695652173913045,0.0,0.08695652173913045,0.08695652173913045,0.01660188206357524,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.06081006262521795,0.2631578947368421,5,19,0.011128574349134012,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.04076220397836621,0.23809523809523808,5,21,0.8261831998825073,0.8266506791114807,-1.8580788,-1.8105363
617,what did the young man want in return for selling his horse ?,explicit,"a young man was out walking one day in erin , leading a stout cart - horse by the bridle . he was thinking of his mother and how poor they were since his father , who was a fisherman , had been drowned at sea , and wondering what he should do to earn a living for both of them . suddenly a hand was laid on his shoulder , and a voice said to him : ' will you sell me your horse , son of the fisherman ? ' and looking up he beheld a man standing in the road with a gun in his hand , a falcon on his sh","his gun , his dog , and his falcon .","the gun , and the dog and the falcon .",The young man wanted to earn a living,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.10502215675986959,"[0.1111111111111111, 0.125, 0.14285714285714285, 0.16666666666666666]",0.7788007830714049,0.8,8,10,0.10502215675986959,"[0.1111111111111111, 0.125, 0.14285714285714285, 0.16666666666666666]",0.7788007830714049,0.8,8,10,0.8353132605552673,0.8379665613174438,-1.5957108,-1.6669328
618,why did harold have an easy time finding snorro the dwarf ?,explicit,"so he made haste to hire a boat , and soon he was speeding over the tossing waters on his way to the island of hoy . when he arrived there he hurried up the lonely valley to where the dwarfie stone stood , and he had no difficulty in finding its uncanny occupant , for snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun . a curious smile crossed his face when , hearing the sound of approaching footsteps , he turned round and his e","snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun .",snorro was standing at the hole that served as a door .,None of the above choices,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.12500000000000003,0.0,0.12500000000000003,0.12500000000000003,0.005000390784397869,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.01831563888873418,0.2,5,25,0.06732395159376953,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.2465969639416065,0.4166666666666667,5,12,0.8189733624458313,0.8253865838050842,-1.4595317,-1.180527
619,what did paul want to do after lady morna accepted his proposal ?,explicit,"she agreed willingly . hiding her rosy face on his shoulder , she confessed that she had loved him from the very first day that she had seen him ; and ever since that moment she had determined that , if she could not we d him , she would we d no other man . for a little time they sat together , rejoicing in their new - found happiness . then earl paul sprang to his feet . "" let us go and tell the good news to my mother and my brother , "" he said . "" harold may be disappointed at first , for i kn",tell the good news to his mother and his brother .,tell the good news to his mother and brother .,paul wanted to see harold,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.08222966016687185,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.301194211912202,0.45454545454545453,5,11,0.10043553373039076,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.36787944117144233,0.5,5,10,0.8243038058280945,0.8184128403663635,-0.73504853,-0.70352346
